"","BS-CCI-BAL_NSA","BS-CCI-BAL_SA","BS-CEME-BAL_NSA","BS-CEME-BAL_SA","BS-COB-BAL_NSA","BS-COB-BAL_SA","BS-CPE-BAL_NSA","BS-CPE-BAL_SA","BS-CTA-BAL_NSA","BS-CTA-BAL_SA","BS-FLBA1-PC_NSA","BS-FLBA1-PC_SA","BS-FLBA2-PC_NSA","BS-FLBA2-PC_SA","BS-FLBA3-PC_NSA","BS-FLBA3-PC_SA","BS-FLBA4-PC_NSA","BS-FLBA4-PC_SA","BS-FLBA5-PC_NSA","BS-FLBA5-PC_SA","BS-FLBA6-PC_NSA","BS-FLBA6-PC_SA","BS-FLBA7-PC_NSA","BS-FLBA7-PC_SA","YEAR","MONTH"
"1","14.8 ","14.5 ","19.8 ","18.3 ","9.8 ","10.7 ","1.6 ","1.6 ","19.2 ","18.0 ","31.2 ","31.2 ","17.9 ","17.9 ","1.8 ","3.9 ","47.0 ","45.7 ","3.3 ","3.0 ","7.1 ","7.1 ","15.2 ","14.9 ","2019","10 "
"2","13.0 ","11.4 ","16.2 ","12.8 ","9.7 ","9.9 ","2.3 ","1.3 ","22.0 ","20.4 ","31.7 ","31.1 ","18.0 ","19.5 ","2.3 ","3.6 ","47.4 ","46.2 ","3.2 ","3.0 ","6.8 ","6.3 ","14.5 ","14.4 ","2019","09 "
"3","13.0 ","10.3 ","16.2 ","12.9 ","9.7 ","7.8 ","2.3 ","0.4 ","22.0 ","14.8 ","31.7 ","30.9 ","18.0 ","19.7 ","2.3 ","3.2 ","47.4 ","45.4 ","3.2 ","3.0 ","6.8 ","6.3 ","14.5 ","14.6 ","2019","08 "
"4","11.8 ","8.7 ","15.4 ","10.7 ","8.2 ","6.8 ","2.6 ","0.4 ","20.6 ","16.6 ","30.0 ","29.4 ","19.0 ","20.5 ","2.6 ","3.1 ","47.6 ","45.4 ","3.6 ","3.2 ","8.0 ","7.4 ","14.4 ","14.6 ","2019","07 "
"5","12.7 ","11.6 ","16.2 ","14.3 ","9.3 ","8.9 ","1.2 ","1.7 ","11.2 ","14.0 ","31.2 ","31.3 ","20.4 ","20.6 ","2.5 ","1.7 ","45.1 ","46.0 ","3.3 ","3.4 ","8.3 ","8.8 ","14.1 ","14.6 ","2019","06 "
"6","13.5 ","12.2 ","19.6 ","17.1 ","7.5 ","7.4 ","2.2 ","3.5 ","9.0 ","12.7 ","32.0 ","31.7 ","20.4 ","21.0 ","2.8 ","2.0 ","42.8 ","43.5 ","3.2 ","3.4 ","7.9 ","9.2 ","15.3 ","15.5 ","2019","05 "
"7","13.2 ","11.6 ","19.4 ","17.2 ","7.0 ","6.0 ","3.0 ","3.0 ","8.3 ","16.7 ","31.3 ","31.2 ","22.0 ","22.1 ","2.7 ","1.0 ","43.6 ","44.2 ","3.5 ","3.5 ","9.1 ","9.2 ","15.6 ","15.4 ","2019","04 "
"8","10.8 ","10.6 ","15.4 ","15.7 ","6.1 ","5.6 ","1.6 ","2.2 ","9.2 ","16.5 ","32.9 ","32.8 ","22.4 ","21.8 ","5.3 ","3.1 ","37.7 ","40.6 ","2.2 ","2.5 ","9.0 ","9.2 ","14.6 ","15.1 ","2019","03 "
"9","11.0 ","11.4 ","16.5 ","18.6 ","5.6 ","4.2 ","7.4 ","7.1 ","15.3 ","14.7 ","32.0 ","31.2 ","22.9 ","22.8 ","7.3 ","4.9 ","38.4 ","40.9 ","2.1 ","2.6 ","8.4 ","8.9 ","13.4 ","13.8 ","2019","02 "
"10","6.5 ","6.2 ","9.9 ","11.7 ","3.1 ","0.7 ","6.3 ","3.9 ","17.3 ","10.3 ","32.3 ","31.6 ","25.0 ","24.5 ","5.3 ","4.4 ","38.8 ","40.5 ","2.3 ","2.6 ","8.3 ","8.6 ","15.0 ","15.2 ","2019","01 "
"11","6.8 ","9.7 ","12.7 ","17.7 ","0.9 ","1.7 ","2.6 ","4.5 ","21.0 ","14.2 ","30.0 ","29.6 ","25.3 ","25.0 ","2.1 ","4.2 ","41.6 ","42.3 ","3.1 ","3.5 ","9.7 ","9.8 ","15.3 ","15.4 ","2018","12 "
"12","5.9 ","8.2 ","13.5 ","18.4 ","-1.7 ","-1.9 ","1.4 ","3.9 ","16.9 ","11.2 ","30.2 ","30.2 ","26.1 ","25.4 ","3.2 ","5.5 ","40.3 ","40.3 ","3.1 ","3.1 ","9.5 ","9.2 ","15.8 ","15.2 ","2018","11 "
"13","3.6 ","4.7 ","13.7 ","14.2 ","-6.6 ","-4.9 ","3.3 ","4.7 ","12.0 ","11.3 ","30.5 ","30.4 ","27.0 ","26.3 ","1.7 ","4.6 ","40.2 ","39.5 ","3.2 ","3.0 ","10.6 ","10.9 ","14.7 ","14.3 ","2018","10 "
"14","9.8 ","9.3 ","22.2 ","20.1 ","-2.7 ","-1.5 ","6.4 ","6.7 ","11.3 ","11.1 ","29.8 ","29.0 ","24.9 ","25.6 ","3.2 ","5.3 ","39.2 ","38.7 ","3.7 ","3.6 ","11.9 ","11.6 ","14.1 ","13.4 ","2018","09 "
"15","9.7 ","8.4 ","20.3 ","18.4 ","-1.0 ","-1.6 ","7.0 ","6.2 ","21.1 ","14.9 ","30.3 ","29.2 ","25.6 ","26.5 ","3.7 ","5.4 ","39.0 ","37.8 ","3.6 ","3.5 ","12.6 ","11.9 ","14.3 ","13.9 ","2018","08 "
"16","10.2 ","8.2 ","21.9 ","18.0 ","-1.6 ","-1.6 ","8.5 ","7.8 ","16.7 ","15.1 ","30.5 ","29.5 ","26.3 ","26.7 ","4.3 ","5.4 ","38.7 ","37.3 ","3.9 ","3.5 ","12.2 ","11.5 ","13.7 ","13.4 ","2018","07 "
"17","6.3 ","6.4 ","17.4 ","16.2 ","-4.8 ","-3.3 ","4.3 ","5.6 ","5.9 ","10.3 ","28.8 ","29.0 ","28.0 ","27.4 ","12.3 ","11.4 ","33.4 ","34.8 ","2.3 ","2.4 ","8.9 ","9.2 ","13.3 ","13.4 ","2018","06 "
"18","4.6 ","5.0 ","17.7 ","16.7 ","-8.5 ","-6.8 ","4.3 ","6.6 ","7.2 ","12.6 ","30.2 ","30.4 ","27.7 ","27.1 ","12.3 ","11.4 ","32.5 ","34.0 ","2.1 ","2.2 ","7.9 ","9.0 ","13.2 ","13.3 ","2018","05 "
"19","4.8 ","4.9 ","18.3 ","17.5 ","-8.7 ","-7.6 ","4.7 ","5.7 ","6.0 ","17.2 ","30.2 ","30.9 ","26.2 ","25.3 ","15.3 ","13.1 ","32.0 ","33.7 ","1.9 ","1.9 ","10.2 ","10.3 ","13.2 ","13.0 ","2018","04 "
"20","4.7 ","5.9 ","15.7 ","16.6 ","-6.3 ","-4.7 ","3.6 ","4.2 ","10.2 ","20.4 ","32.9 ","34.1 ","30.8 ","29.3 ","10.6 ","8.1 ","28.5 ","31.9 ","1.6 ","1.7 ","9.1 ","9.2 ","12.7 ","13.1 ","2018","03 "
"21","1.5 ","3.4 ","9.3 ","12.4 ","-6.3 ","-5.5 ","2.7 ","3.2 ","18.3 ","20.5 ","33.5 ","34.2 ","30.7 ","29.5 ","8.6 ","5.9 ","27.5 ","30.0 ","1.7 ","2.0 ","8.1 ","8.5 ","14.3 ","14.4 ","2018","02 "
"22","3.9 ","4.4 ","12.2 ","13.8 ","-4.4 ","-5.0 ","7.2 ","5.1 ","23.4 ","18.1 ","32.9 ","33.8 ","31.6 ","30.5 ","6.7 ","5.1 ","27.2 ","28.8 ","2.0 ","2.0 ","9.9 ","10.0 ","12.8 ","13.3 ","2018","01 "
"23","1.5 ","5.7 ","11.3 ","17.1 ","-8.3 ","-5.7 ","-0.1 ","1.7 ","23.5 ","18.9 ","34.7 ","35.5 ","31.3 ","30.7 ","2.3 ","3.3 ","27.3 ","28.9 ","2.2 ","2.3 ","9.6 ","9.5 ","13.1 ","13.7 ","2017","12 "
"24","-2.8 ","0.5 ","4.8 ","10.3 ","-10.4 ","-9.4 ","-4.9 ","-3.4 ","19.6 ","14.8 ","32.2 ","33.5 ","34.0 ","33.0 ","1.4 ","2.7 ","26.8 ","26.3 ","2.4 ","2.3 ","11.6 ","11.3 ","14.4 ","14.3 ","2017","11 "
"25","-0.4 ","0.6 ","10.3 ","10.6 ","-11.2 ","-9.5 ","-3.2 ","-2.9 ","12.1 ","11.7 ","33.3 ","34.6 ","34.0 ","33.4 ","1.0 ","2.7 ","26.6 ","25.1 ","2.6 ","2.0 ","9.4 ","9.7 ","14.9 ","14.8 ","2017","10 "
"26","-1.2 ","-1.4 ","13.1 ","12.1 ","-15.5 ","-14.9 ","-5.1 ","-5.7 ","16.2 ","15.8 ","34.0 ","34.1 ","34.7 ","35.4 ","0.8 ","1.8 ","26.1 ","25.1 ","1.7 ","1.6 ","9.6 ","9.6 ","14.0 ","13.3 ","2017","09 "
"27","-1.3 ","-2.3 ","11.3 ","10.1 ","-14.0 ","-14.6 ","-5.8 ","-7.7 ","17.5 ","11.5 ","34.4 ","34.0 ","36.2 ","37.4 ","1.0 ","1.6 ","25.9 ","24.1 ","1.6 ","1.4 ","8.8 ","8.6 ","13.0 ","12.7 ","2017","08 "
"28","-0.8 ","-2.2 ","14.2 ","11.0 ","-15.7 ","-15.4 ","-5.0 ","-5.7 ","14.9 ","13.5 ","36.0 ","35.7 ","34.5 ","35.1 ","1.0 ","1.0 ","23.7 ","21.5 ","1.6 ","1.3 ","10.1 ","9.9 ","13.2 ","12.9 ","2017","07 "
"29","-7.1 ","-7.6 ","6.9 ","5.2 ","-21.1 ","-20.4 ","-11.6 ","-11.6 ","9.2 ","12.1 ","37.2 ","37.5 ","38.7 ","38.5 ","1.5 ","1.3 ","16.9 ","17.3 ","0.9 ","0.9 ","9.5 ","9.7 ","13.4 ","13.6 ","2017","06 "
"30","-9.1 ","-9.8 ","4.8 ","3.4 ","-23.1 ","-23.1 ","-14.9 ","-13.3 ","4.4 ","8.7 ","35.5 ","35.6 ","39.5 ","39.3 ","2.0 ","2.1 ","17.1 ","17.1 ","0.9 ","0.9 ","8.4 ","9.2 ","14.2 ","14.5 ","2017","05 "
"31","-10.7 ","-11.7 ","1.9 ","0.5 ","-23.2 ","-23.8 ","-12.0 ","-11.2 ","-7.7 ","2.5 ","33.8 ","34.3 ","43.6 ","42.2 ","2.4 ","2.0 ","15.7 ","15.6 ","0.9 ","0.8 ","9.9 ","10.2 ","15.1 ","14.8 ","2017","04 "
"32","-16.9 ","-16.7 ","-3.4 ","-2.8 ","-30.4 ","-30.6 ","-14.1 ","-14.1 ","-6.3 ","3.2 ","33.1 ","34.3 ","43.8 ","42.9 ","6.4 ","5.1 ","12.6 ","13.5 ","0.8 ","0.8 ","9.8 ","9.8 ","13.1 ","13.4 ","2017","03 "
"33","-17.3 ","-16.4 ","-6.0 ","-4.1 ","-28.5 ","-28.7 ","-15.0 ","-15.1 ","1.7 ","4.4 ","34.0 ","34.7 ","44.1 ","43.2 ","8.1 ","6.8 ","12.1 ","12.7 ","0.6 ","0.7 ","9.5 ","9.4 ","13.1 ","13.5 ","2017","02 "
"34","-16.8 ","-16.5 ","-4.3 ","-3.1 ","-29.3 ","-30.0 ","-13.8 ","-15.2 ","11.3 ","7.6 ","33.1 ","33.6 ","44.5 ","43.8 ","5.6 ","5.3 ","11.9 ","12.0 ","0.8 ","0.7 ","9.3 ","9.4 ","14.7 ","15.1 ","2017","01 "
"35","-24.5 ","-19.9 ","-11.3 ","-4.8 ","-37.7 ","-34.9 ","-21.0 ","-18.7 ","4.7 ","1.8 ","31.5 ","31.7 ","48.3 ","48.0 ","1.9 ","4.3 ","11.4 ","11.9 ","0.6 ","0.8 ","8.4 ","7.9 ","14.8 ","15.5 ","2016","12 "
"36","-23.4 ","-19.9 ","-12.4 ","-7.2 ","-34.4 ","-32.7 ","-22.2 ","-21.0 ","7.8 ","4.0 ","31.5 ","31.8 ","49.2 ","48.4 ","1.8 ","4.2 ","11.9 ","11.5 ","0.7 ","0.7 ","9.1 ","9.1 ","15.0 ","15.2 ","2016","11 "
"37","-22.1 ","-20.9 ","-6.0 ","-6.0 ","-38.2 ","-35.8 ","-21.7 ","-21.4 ","2.1 ","1.1 ","31.3 ","31.7 ","49.9 ","49.2 ","1.5 ","4.2 ","12.4 ","11.5 ","0.8 ","0.6 ","8.1 ","8.3 ","14.0 ","14.3 ","2016","10 "
"38","-26.4 ","-26.9 ","-10.2 ","-11.4 ","-42.5 ","-42.4 ","-23.8 ","-24.8 ","-6.7 ","-7.5 ","31.8 ","31.1 ","47.4 ","48.1 ","3.9 ","5.1 ","9.9 ","9.5 ","0.8 ","0.8 ","9.8 ","9.7 ","14.1 ","13.6 ","2016","09 "
"39","-24.5 ","-25.7 ","-9.0 ","-10.6 ","-40.0 ","-40.8 ","-22.1 ","-24.3 ","0.1 ","-6.0 ","30.8 ","29.4 ","48.6 ","50.3 ","4.7 ","5.3 ","10.5 ","9.8 ","1.0 ","1.0 ","9.8 ","9.3 ","14.2 ","13.5 ","2016","08 "
"40","-26.4 ","-27.3 ","-10.2 ","-12.9 ","-42.5 ","-41.7 ","-23.8 ","-23.8 ","-6.7 ","-7.2 ","29.8 ","28.7 ","51.3 ","51.9 ","6.6 ","6.0 ","10.2 ","9.2 ","1.2 ","1.1 ","9.1 ","8.6 ","14.1 ","13.5 ","2016","07 "
"41","-31.0 ","-31.7 ","-15.1 ","-17.4 ","-47.0 ","-46.0 ","-26.3 ","-26.7 ","-15.2 ","-10.8 ","24.6 ","24.2 ","54.1 ","54.2 ","4.1 ","2.4 ","7.9 ","8.2 ","0.9 ","1.0 ","7.9 ","7.8 ","14.1 ","14.1 ","2016","06 "
"42","-31.1 ","-32.0 ","-14.2 ","-16.1 ","-48.0 ","-48.0 ","-28.4 ","-27.6 ","-15.2 ","-10.4 ","24.8 ","24.0 ","54.9 ","54.8 ","3.0 ","1.7 ","8.3 ","8.5 ","0.8 ","0.9 ","6.9 ","7.4 ","13.6 ","13.9 ","2016","05 "
"43","-31.6 ","-33.1 ","-16.4 ","-19.1 ","-46.8 ","-47.1 ","-29.1 ","-28.1 ","-23.1 ","-14.3 ","24.6 ","24.2 ","55.4 ","54.6 ","3.7 ","1.9 ","7.8 ","8.0 ","1.2 ","1.3 ","7.6 ","7.8 ","14.1 ","13.9 ","2016","04 "
"44","-34.7 ","-35.7 ","-20.7 ","-21.1 ","-48.7 ","-50.3 ","-30.6 ","-30.7 ","-25.6 ","-18.2 ","22.4 ","22.6 ","56.4 ","56.3 ","3.4 ","1.5 ","8.2 ","9.2 ","1.5 ","1.6 ","8.6 ","8.5 ","14.3 ","14.2 ","2016","03 "
"45","-36.6 ","-37.0 ","-23.0 ","-22.4 ","-50.2 ","-51.6 ","-31.7 ","-31.8 ","-17.9 ","-16.7 ","23.2 ","23.2 ","56.7 ","56.1 ","3.1 ","1.7 ","8.1 ","8.6 ","1.1 ","1.3 ","9.1 ","9.1 ","14.4 ","14.5 ","2016","02 "
"46","-35.4 ","-35.9 ","-21.4 ","-20.7 ","-49.4 ","-51.0 ","-30.4 ","-31.2 ","-12.9 ","-17.0 ","23.5 ","23.6 ","57.8 ","57.4 ","2.3 ","1.4 ","7.8 ","7.8 ","1.3 ","1.3 ","8.8 ","9.0 ","13.6 ","14.1 ","2016","01 "
"47","-43.0 ","-39.4 ","-32.5 ","-26.7 ","-53.4 ","-52.1 ","-33.0 ","-30.0 ","-13.0 ","-17.7 ","22.9 ","22.5 ","55.9 ","56.0 ","1.6 ","3.7 ","7.6 ","8.1 ","0.7 ","0.9 ","9.2 ","8.6 ","12.8 ","13.9 ","2015","12 "
"48","-40.7 ","-37.8 ","-29.7 ","-25.4 ","-51.8 ","-50.2 ","-32.9 ","-31.2 ","-16.2 ","-20.3 ","23.2 ","23.3 ","56.0 ","55.9 ","1.0 ","3.5 ","8.2 ","8.1 ","0.9 ","0.8 ","9.4 ","9.4 ","13.2 ","13.7 ","2015","11 "
"49","-40.9 ","-39.9 ","-27.1 ","-27.0 ","-54.7 ","-52.9 ","-35.2 ","-34.8 ","-20.7 ","-23.1 ","22.2 ","22.7 ","56.3 ","56.6 ","1.0 ","3.8 ","7.8 ","7.2 ","1.2 ","1.0 ","9.3 ","9.3 ","13.3 ","13.9 ","2015","10 "
"50","-39.9 ","-41.9 ","-24.8 ","-27.2 ","-55.1 ","-56.7 ","-32.4 ","-34.2 ","-22.5 ","-26.9 ","23.6 ","24.0 ","57.8 ","59.1 ","0.7 ","2.1 ","7.1 ","6.5 ","1.0 ","1.0 ","9.0 ","9.2 ","15.4 ","15.0 ","2015","09 "
"51","-41.4 ","-44.0 ","-26.7 ","-29.4 ","-56.1 ","-58.6 ","-32.1 ","-35.0 ","-18.1 ","-27.3 ","24.4 ","23.9 ","56.6 ","58.9 ","1.1 ","1.9 ","7.3 ","6.7 ","0.9 ","0.8 ","10.2 ","10.1 ","15.5 ","15.2 ","2015","08 "
"52","-42.0 ","-44.3 ","-26.4 ","-30.0 ","-57.7 ","-58.7 ","-34.4 ","-35.2 ","-25.6 ","-29.7 ","23.5 ","23.5 ","58.7 ","60.2 ","0.8 ","0.6 ","7.4 ","6.5 ","1.1 ","1.0 ","9.4 ","8.9 ","15.6 ","15.1 ","2015","07 "
"53","-42.8 ","-44.9 ","-26.9 ","-30.6 ","-58.6 ","-59.2 ","-36.4 ","-37.3 ","-32.4 ","-30.3 ","24.3 ","24.1 ","57.6 ","59.0 ","1.0 ","-0.9 ","6.3 ","6.4 ","1.3 ","1.4 ","9.4 ","8.9 ","14.7 ","14.4 ","2015","06 "
"54","-44.4 ","-46.5 ","-31.5 ","-34.2 ","-57.3 ","-58.9 ","-38.1 ","-38.3 ","-34.0 ","-30.1 ","24.4 ","24.0 ","58.5 ","59.3 ","1.4 ","-0.5 ","7.3 ","7.4 ","1.2 ","1.3 ","9.2 ","9.5 ","14.2 ","14.4 ","2015","05 "
"55","-45.2 ","-47.5 ","-31.9 ","-35.4 ","-58.5 ","-59.5 ","-39.0 ","-38.5 ","-38.4 ","-30.7 ","25.0 ","25.4 ","58.6 ","58.4 ","1.8 ","-0.8 ","6.8 ","6.6 ","1.3 ","1.3 ","9.3 ","9.4 ","14.4 ","14.1 ","2015","04 "
"56","-44.9 ","-46.3 ","-30.6 ","-30.8 ","-59.3 ","-61.8 ","-38.6 ","-39.1 ","-42.1 ","-35.8 ","22.8 ","23.0 ","59.6 ","60.2 ","3.1 ","-0.4 ","6.4 ","7.7 ","0.8 ","1.0 ","9.5 ","9.3 ","14.3 ","14.0 ","2015","03 "
"57","-45.8 ","-46.7 ","-31.5 ","-31.1 ","-60.1 ","-62.4 ","-40.0 ","-40.5 ","-37.0 ","-35.3 ","22.9 ","23.2 ","59.5 ","59.4 ","3.6 ","0.5 ","6.6 ","7.4 ","0.6 ","0.8 ","9.6 ","9.8 ","14.5 ","14.4 ","2015","02 "
"58","-46.4 ","-46.4 ","-33.8 ","-32.3 ","-58.9 ","-60.5 ","-39.2 ","-39.7 ","-27.7 ","-29.7 ","22.6 ","23.2 ","60.1 ","60.0 ","3.4 ","1.1 ","6.7 ","6.6 ","1.0 ","1.1 ","9.8 ","10.2 ","13.9 ","13.9 ","2015","01 "
"59","-47.8 ","-43.4 ","-35.6 ","-29.0 ","-59.9 ","-57.9 ","-42.4 ","-38.0 ","-26.7 ","-29.0 ","22.3 ","21.4 ","59.9 ","59.6 ","1.7 ","4.4 ","7.3 ","8.0 ","0.9 ","1.0 ","10.7 ","10.2 ","14.8 ","15.3 ","2014","12 "
"60","-45.8 ","-41.2 ","-32.3 ","-26.6 ","-59.3 ","-55.7 ","-40.3 ","-36.7 ","-28.7 ","-30.0 ","23.4 ","23.0 ","58.7 ","57.8 ","1.8 ","4.9 ","8.1 ","8.3 ","1.3 ","1.2 ","10.5 ","10.7 ","14.7 ","14.8 ","2014","11 "
"61","-45.4 ","-42.5 ","-30.8 ","-28.8 ","-60.0 ","-56.2 ","-39.6 ","-38.6 ","-36.4 ","-36.9 ","22.6 ","22.8 ","58.5 ","57.6 ","1.3 ","4.8 ","8.4 ","7.7 ","1.3 ","1.1 ","10.5 ","10.5 ","15.2 ","15.5 ","2014","10 "
"62","-40.8 ","-40.8 ","-28.7 ","-29.4 ","-52.9 ","-52.2 ","-38.1 ","-39.6 ","-31.3 ","-33.7 ","24.7 ","25.6 ","54.9 ","54.6 ","1.6 ","3.6 ","9.4 ","8.6 ","1.2 ","1.1 ","10.5 ","10.8 ","15.0 ","15.0 ","2014","09 "
"63","-40.2 ","-41.5 ","-28.4 ","-29.8 ","-52.1 ","-53.1 ","-37.5 ","-39.9 ","-22.7 ","-29.2 ","26.2 ","26.2 ","52.6 ","53.4 ","1.6 ","3.0 ","9.4 ","8.8 ","1.0 ","0.8 ","10.9 ","11.2 ","14.1 ","13.8 ","2014","08 "
"64","-38.3 ","-39.4 ","-24.3 ","-26.6 ","-52.3 ","-52.2 ","-38.3 ","-39.1 ","-23.2 ","-25.3 ","26.3 ","26.6 ","52.8 ","53.1 ","1.2 ","1.5 ","9.9 ","8.9 ","1.0 ","0.9 ","10.7 ","10.2 ","14.3 ","13.8 ","2014","07 "
"65","-33.8 ","-34.3 ","-22.6 ","-24.4 ","-45.0 ","-44.1 ","-34.9 ","-34.6 ","-16.6 ","-11.5 ","25.7 ","25.7 ","51.4 ","51.4 ","3.1 ","1.2 ","9.1 ","9.3 ","0.8 ","0.8 ","11.0 ","10.2 ","14.2 ","13.2 ","2014","06 "
"66","-31.2 ","-32.1 ","-19.9 ","-21.9 ","-42.4 ","-42.4 ","-37.7 ","-38.6 ","-17.7 ","-11.4 ","26.8 ","26.6 ","49.7 ","49.4 ","3.4 ","1.7 ","8.2 ","8.5 ","0.9 ","0.9 ","11.0 ","11.1 ","14.6 ","14.6 ","2014","05 "
"67","-30.6 ","-32.5 ","-19.1 ","-22.5 ","-42.0 ","-42.4 ","-36.9 ","-37.1 ","-21.1 ","-11.5 ","26.3 ","27.2 ","50.4 ","49.0 ","4.4 ","1.9 ","8.9 ","8.6 ","0.9 ","1.0 ","11.4 ","11.4 ","14.4 ","13.7 ","2014","04 "
"68","-27.6 ","-28.9 ","-17.8 ","-17.4 ","-37.3 ","-40.4 ","-33.8 ","-34.3 ","-20.1 ","-12.6 ","25.9 ","26.2 ","48.3 ","48.8 ","7.8 ","3.4 ","7.9 ","9.0 ","0.9 ","1.0 ","11.1 ","10.9 ","13.8 ","13.2 ","2014","03 "
"69","-29.5 ","-31.1 ","-20.4 ","-19.8 ","-38.6 ","-42.4 ","-33.8 ","-35.2 ","-14.4 ","-12.5 ","25.9 ","26.1 ","48.4 ","48.1 ","6.7 ","2.3 ","8.8 ","9.3 ","0.8 ","1.0 ","10.8 ","10.9 ","13.1 ","12.9 ","2014","02 "
"70","-29.2 ","-30.3 ","-18.9 ","-17.7 ","-39.5 ","-42.8 ","-33.2 ","-34.6 ","-13.1 ","-14.5 ","25.6 ","25.8 ","47.0 ","47.6 ","6.6 ","3.7 ","10.2 ","9.3 ","0.8 ","0.9 ","11.0 ","11.6 ","13.2 ","12.8 ","2014","01 "
"71","-30.7 ","-27.3 ","-20.0 ","-13.5 ","-41.4 ","-41.2 ","-38.2 ","-34.8 ","-14.7 ","-18.6 ","26.9 ","25.1 ","42.9 ","42.8 ","2.8 ","6.8 ","8.1 ","8.4 ","1.0 ","1.0 ","13.7 ","13.5 ","11.4 ","11.8 ","2013","12 "
"72","-32.6 ","-29.2 ","-23.0 ","-17.8 ","-42.2 ","-40.6 ","-35.4 ","-32.4 ","-9.3 ","-13.0 ","23.6 ","22.2 ","45.7 ","45.8 ","3.1 ","8.1 ","10.1 ","10.2 ","1.1 ","1.0 ","10.8 ","11.1 ","14.2 ","14.6 ","2013","11 "
"73","-26.4 ","-25.7 ","-12.6 ","-12.0 ","-40.3 ","-39.3 ","-32.0 ","-33.1 ","-7.4 ","-13.5 ","25.0 ","23.4 ","45.2 ","46.3 ","2.6 ","8.2 ","11.5 ","10.3 ","1.5 ","1.3 ","10.6 ","10.7 ","14.6 ","15.5 ","2013","10 "
"74","-24.5 ","-27.3 ","-12.8 ","-16.8 ","-36.1 ","-37.7 ","-31.8 ","-36.7 ","-8.5 ","-17.7 ","25.5 ","25.4 ","44.2 ","45.7 ","5.8 ","10.1 ","11.5 ","10.4 ","1.0 ","1.0 ","10.7 ","11.1 ","16.5 ","17.2 ","2013","09 "
"75","-25.6 ","-30.0 ","-13.9 ","-18.6 ","-37.4 ","-41.3 ","-30.5 ","-36.4 ","-6.3 ","-19.3 ","26.3 ","25.5 ","43.5 ","46.1 ","7.1 ","10.7 ","11.6 ","10.6 ","1.0 ","0.6 ","10.5 ","11.1 ","16.6 ","16.8 ","2013","08 "
"76","-27.3 ","-31.4 ","-14.7 ","-19.8 ","-39.9 ","-43.0 ","-39.4 ","-43.7 ","-16.3 ","-25.5 ","24.7 ","24.8 ","45.3 ","47.5 ","10.7 ","13.2 ","12.2 ","10.7 ","1.0 ","0.8 ","12.0 ","11.6 ","16.7 ","16.6 ","2013","07 "
"77","-28.6 ","-31.3 ","-15.6 ","-19.9 ","-41.7 ","-42.7 ","-38.3 ","-39.9 ","-29.5 ","-27.7 ","25.0 ","25.1 ","46.8 ","48.2 ","17.5 ","17.0 ","11.4 ","11.5 ","0.8 ","0.7 ","11.3 ","10.3 ","15.0 ","14.1 ","2013","06 "
"78","-28.9 ","-31.5 ","-16.1 ","-20.5 ","-41.7 ","-42.5 ","-37.8 ","-41.1 ","-31.1 ","-28.0 ","25.3 ","25.7 ","47.6 ","48.1 ","15.7 ","14.6 ","11.3 ","11.1 ","1.1 ","1.1 ","11.5 ","11.6 ","14.6 ","15.2 ","2013","05 "
"79","-26.3 ","-29.8 ","-11.6 ","-17.7 ","-40.9 ","-42.0 ","-38.8 ","-40.3 ","-36.5 ","-29.7 ","23.5 ","25.1 ","49.7 ","48.9 ","17.8 ","14.9 ","11.9 ","11.4 ","0.8 ","0.8 ","11.0 ","11.0 ","16.1 ","15.9 ","2013","04 "
"80","-27.9 ","-30.1 ","-17.6 ","-19.1 ","-38.3 ","-41.1 ","-36.0 ","-36.6 ","-28.2 ","-22.4 ","25.5 ","26.8 ","46.8 ","47.4 ","11.2 ","6.0 ","9.7 ","10.6 ","0.8 ","0.9 ","11.9 ","11.8 ","16.2 ","16.0 ","2013","03 "
"81","-26.2 ","-28.6 ","-17.1 ","-18.4 ","-35.3 ","-38.9 ","-32.0 ","-33.6 ","-21.3 ","-20.4 ","26.2 ","27.5 ","46.5 ","45.7 ","10.2 ","3.8 ","11.0 ","11.4 ","0.8 ","1.0 ","11.9 ","12.2 ","16.3 ","16.6 ","2013","02 "
"82","-25.6 ","-27.0 ","-16.9 ","-17.4 ","-34.4 ","-36.6 ","-31.7 ","-32.9 ","-16.0 ","-17.7 ","26.8 ","28.4 ","45.0 ","46.1 ","8.1 ","3.3 ","12.6 ","11.8 ","1.3 ","1.3 ","11.6 ","12.2 ","15.4 ","15.1 ","2013","01 "
"83","-29.9 ","-25.9 ","-23.2 ","-17.0 ","-36.5 ","-34.8 ","-33.9 ","-30.4 ","-14.2 ","-18.7 ","28.1 ","27.7 ","47.1 ","45.6 ","3.6 ","6.1 ","11.6 ","11.8 ","0.8 ","0.9 ","10.7 ","11.2 ","14.9 ","14.8 ","2012","12 "
"84","-28.6 ","-24.8 ","-20.0 ","-15.5 ","-37.1 ","-34.1 ","-34.5 ","-29.9 ","-15.5 ","-18.2 ","28.2 ","26.6 ","46.5 ","45.6 ","3.3 ","6.9 ","12.0 ","12.1 ","0.9 ","0.9 ","10.8 ","11.0 ","15.0 ","15.3 ","2012","11 "
